match_id,player_id,team_player_id,trackable_object,team_id,team_name,shirt_number,player_short_name,first_name,last_name,position_group,role_name,role_acronym,minutes_played,minutes_played_regular,start_frame,end_frame,start_time,end_time,started,yellow_card,red_card,goals,own_goals,injured,birthday,gender,sprint_count,sprints_per_90,sprint_distance_m,sprint_distance_per_90,avg_sprint_speed_kmh,max_sprint_speed_kmh,high_value_sprint_pct,attacking_sprint_pct,defensive_sprint_pct,sprints_in_shot_possessions_pct,sprints_in_goal_possessions_pct,sprints_in_attacking_third_pct,high_value_sprints_per_90,run_count,runs_per_90,avg_xthreat,max_xthreat,threat_per_90,high_value_run_pct,high_value_runs_per_90,avg_run_speed,avg_opponents_beaten,runs_ahead,runs_behind,pressing_action_count,pressing_actions_per_90,press_success_rate,regain_rate,disruption_rate,successful_press_count,successful_presses_per_90,total_regain_count,regains_per_90,direct_regain_count,indirect_regain_count,total_disruption_count,direct_disruption_count,indirect_disruption_count,presses_leading_to_shot,presses_leading_to_goal,shot_creation_rate,high_block_press_count,medium_block_press_count,low_block_press_count,counter_press_count,counter_presses_per_90
2017461,965685,1507975,967248,4177,Auckland FC,14,L. Gillion,Liam ,Gillion,Wide Attacker,Left Winger,LW,33.9,33.9,50080.0,70419.0,01:02:21,,False,0,0,0,0,False,2002-10-17,male,7.0,18.58407079646018,160.35160020973413,425.7122129461968,26.86529895422675,28.004081558838383,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.1428571428571428,0.0,0.5714285714285714,13.274336283185844,16.0,42.47787610619469,0.0441437499999999,0.199,1.875132743362832,0.5625,23.89380530973451,20.024375,1.3125,0.0,0.0,5.0,13.27433628318584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,10.619469026548671
2017461,50955,72948,52081,868,Melbourne Victory Football Club,17,N. Velupillay,Nishan,Velupillay,Wide Attacker,Left Winger,LW,84.36,84.36,2510.0,62589.0,00:00:00,01:23:12,True,0,0,0,0,False,2001-05-07,male,6.0,6.401137980085348,90.36407533106076,96.40548577282442,26.262129654219805,27.15463664340064,0.6666666666666666,0.5,0.5,0.1666666666666666,0.0,0.6666666666666666,4.267425320056899,30.0,32.00568990042674,0.0145566666666666,0.0537,0.4658961593172119,0.2333333333333333,7.467994310099573,18.911,0.6333333333333333,0.0,0.0,10.0,10.668563300142248,0.3,0.1,0.2,3.0,3.200568990042674,1.0,1.0668563300142249,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,7.0,7.467994310099574
2017461,23418,1507957,24342,4177,Auckland FC,28,F. Gallegos,Luis Felipe,Gallegos Leiva,Midfield,Left Midfield,LM,80.82,80.82,2510.0,60459.0,00:00:00,01:19:39,True,0,0,0,0,False,1991-12-03,male,5.0,5.56792873051225,154.70112001604244,172.27296215594927,27.28086196408657,28.816296124744703,0.8,0.4,0.6,0.0,0.0,0.6,4.4543429844098,24.0,26.7260579064588,0.0077416666666666,0.0427,0.2069042316258352,0.125,3.3407572383073503,18.325000000000003,0.25,0.0,0.0,12.0,13.3630289532294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0833333333333333,0.0,8.0,2.0,5.0,5.56792873051225
2017461,133498,1507956,135053,4177,Auckland FC,15,F. De Vries,Francis,De Vries,Full Back,Left Back,LB,80.82,80.82,2510.0,60459.0,00:00:00,01:19:39,True,0,0,0,0,False,1994-11-28,male,6.0,6.6815144766147,184.686178314746,205.66389567343657,27.60536069560492,29.306111307661663,0.8333333333333334,0.5,0.5,0.0,0.0,0.6666666666666666,5.56792873051225,19.0,21.158129175946552,0.0243210526315789,0.179,0.514587973273942,0.2631578947368421,5.56792873051225,,2.0,0.0,0.0,4.0,4.4543429844098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.11358574610245
2017461,133501,1507961,135056,4177,Auckland FC,27,L. Rogerson,Logan,Rogerson,Wide Attacker,Right Winger,RW,76.06,76.06,2510.0,57609.0,00:00:00,01:14:54,True,0,0,1,0,False,1998-05-28,male,7.0,8.282934525374705,157.84966134487604,186.77977282459693,26.167114780610216,27.136195710235825,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.0,0.8571428571428571,7.09965816460689,26.0,30.765185379963185,0.0324653846153846,0.3295,0.9988035761241124,0.3076923076923077,9.46621088614252,,1.0,0.0,0.0,10.0,11.832763607678148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,5.0,5.916381803839074
2017461,582974,1521584,584531,4177,Auckland FC,11,M. Francois,Marlee,Francois,Wide Attacker,Left Winger,LW,63.52,63.52,2510.0,50079.0,00:00:00,01:02:21,True,1,0,0,0,False,2002-12-29,male,10.0,14.168765743073047,216.68679182405145,307.0184392973021,27.25285559853101,28.97479349196418,0.8,0.5,0.5,0.3,0.0,0.7,11.33501259445844,25.0,35.42191435768262,0.05116,0.3009,1.8121851385390424,0.52,18.41939546599496,20.1708,1.28,0.0,0.0,13.0,18.41939546599496,0.1538461538461538,0.1538461538461538,0.0,2.0,2.8337531486146093,2.0,2.8337531486146093,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,2.0,2.8337531486146093
2017461,43829,1507969,44955,4177,Auckland FC,25,N. Moreno,Neyder Stiven,Moreno Betancur,Center Forward,Center Forward,CF,33.9,33.9,50080.0,70419.0,01:02:21,,False,0,0,0,0,False,1997-02-09,male,5.0,13.27433628318584,141.09996764223527,374.6016840059343,26.847467004430747,28.07717808359133,0.6,0.4,0.6,0.2,0.0,0.6,7.964601769911504,14.0,37.16814159292036,0.0236857142857142,0.0682,0.880353982300885,0.4285714285714285,15.929203539823009,19.88714285714286,0.7142857142857143,0.0,0.0,5.0,13.27433628318584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,7.964601769911504
2017461,624628,1507972,626185,4177,Auckland FC,21,J. Randall,Jesse,Randall,Center Forward,Center Forward,CF,63.52,63.52,2510.0,50079.0,00:00:00,01:02:21,True,0,0,0,0,False,2002-08-19,male,12.0,17.002518891687657,267.35020640379463,378.80224458975937,26.782131706471905,28.099168061825925,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,0.0,0.75,11.335012594458435,21.0,29.754408060453397,0.0438714285714285,0.1578,1.30536838790932,0.5714285714285714,17.002518891687654,19.976666666666667,1.0952380952380951,0.0,0.0,21.0,29.7544080604534,0.1428571428571428,0.1428571428571428,0.0,3.0,4.250629722921914,3.0,4.250629722921914,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,6.0,8.501259445843829
2017461,11117,1204867,11127,868,Melbourne Victory Football Club,8,Z. Machach,Zinédine,Machach,Midfield,Attacking Midfield,AM,84.36,84.36,2510.0,62589.0,00:00:00,01:23:12,True,0,0,0,0,False,1996-01-05,male,9.0,9.601706970128022,153.79734297861407,164.0796688961032,26.70535650987828,27.96330552738943,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.0,0.0,0.3333333333333333,4.267425320056899,25.0,26.67140825035562,0.032976,0.2312,0.8795163584637268,0.36,9.601706970128022,,0.48,0.0,0.0,7.0,7.467994310099574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1428571428571428,2.0,3.0,0.0,5.0,5.334281650071124
2017461,745320,1494844,746883,868,Melbourne Victory Football Club,11,Clarismario Rodrigues,Clarismario,Santos Rodrigues,Wide Attacker,Left Winger,LW,27.18,27.18,54110.0,70419.0,01:09:04,,False,0,0,0,0,False,2001-07-27,male,3.0,9.933774834437086,51.70950028160818,171.22351086625227,27.072325147025776,28.42089447146923,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,6.622516556291391,9.0,29.80132450331126,0.0338666666666666,0.1774,1.009271523178808,0.2222222222222222,6.622516556291391,19.76111111111111,0.7777777777777778,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
